"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,8,"AGO","Angola",3,"AGO","Angola","ANGOLA","Angola","Angola",NA,NA,NA,"Angola ","Angola ","<U+0410><U+043D><U+0433><U+043E><U+043B><U+0430> ","<U+0623><U+0646><U+063A><U+0648><U+0644><U+0627>","<U+5B89><U+54E5><U+62C9> ",NA,NA,"Angola","AO",NA,"AO",24,"1906","Present",13134452,1252421,10.4872498944045,"Middle Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Lower middle income","Severely indebted",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
