"year","month","id","below","normal","above"
2017,3,"58504f1a006cb93ed40eebdd",12.8552423097368,40.7413508487479,46.4034068415153
2017,3,"58504f1a006cb93ed40eebde",14.3984879741449,38.9008835708689,46.7006284549862
2017,3,"58504f1a006cb93ed40eebe1",15.8649534726849,20.8703736271152,63.2646729001999
2017,3,"58504f1a006cb93ed40eebdf",16.5751587947452,31.4565570980903,51.9682841071645
2017,3,"58504f1a006cb93ed40eebe0",15.0356865043006,37.6091809100504,47.355132585649
2017,3,"58504f1a006cb93ed40eebe2",10.5677213610021,58.5987816700658,30.8334969689321
2017,3,"58504f1a006cb93ed40eebe3",19.1140969255781,32.8816431671472,48.0042599072747
2017,3,"58504f1a006cb93ed40eebe4",12.4719073193788,35.692733552771,51.8353591278502
2017,3,"58504f1a006cb93ed40eebe5",15.9962930820468,34.6730534431807,49.3306534747725
2017,4,"58504f1a006cb93ed40eebdd",8.95101118034089,12.2958088319571,78.753179987702
2017,4,"58504f1a006cb93ed40eebde",20.5401693477153,19.7518175465872,59.7080131056975
2017,4,"58504f1a006cb93ed40eebe1",6.65765865950848,21.3408986733989,72.0014426670926
2017,4,"58504f1a006cb93ed40eebdf",26.97773323222,33.388810803224,39.6334559645559
2017,4,"58504f1a006cb93ed40eebe0",15.5653594551654,26.7936092277785,57.6410313170561
2017,4,"58504f1a006cb93ed40eebe2",6.52977490706065,40.7010957580063,52.769129334933
2017,4,"58504f1a006cb93ed40eebe3",10.5184538096904,25.8886300498259,63.5929161404837
2017,4,"58504f1a006cb93ed40eebe4",10.1242189979303,24.2157858372332,65.6599951648365
2017,4,"58504f1a006cb93ed40eebe5",12.6820742618473,37.6162887749231,49.7016369632295
2017,5,"58504f1a006cb93ed40eebdd",9.57520707116199,27.1983695888669,63.2264233399711
2017,5,"58504f1a006cb93ed40eebde",24.1873206740247,23.0272599019987,52.7854194239766
2017,5,"58504f1a006cb93ed40eebe1",7.27146354407208,25.28129406057,67.4472423953579
2017,5,"58504f1a006cb93ed40eebdf",52.9113927981102,19.7646300930394,27.3239771088504
2017,5,"58504f1a006cb93ed40eebe0",13.9247587486108,26.793270191544,59.2819710598451
2017,5,"58504f1a006cb93ed40eebe2",3.58141499550243,41.5966366445009,54.8219483599966
2017,5,"58504f1a006cb93ed40eebe3",11.9125853703914,21.899625232991,66.1877893966175
2017,5,"58504f1a006cb93ed40eebe4",21.3457797810908,21.9742538067531,56.6799664121561
2017,5,"58504f1a006cb93ed40eebe5",11.8579012909315,31.1393945652992,57.0027041437693
2017,6,"58504f1a006cb93ed40eebdd",29.5109694120883,33.2133206880451,37.2757098998666
2017,6,"58504f1a006cb93ed40eebde",66.0496475760602,19.7130032564736,14.2373491674662
2017,6,"58504f1a006cb93ed40eebe1",19.3988086440461,23.5460600151517,57.0551313408022
