"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
488,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",58,"Hadiya",488,"Misha","Woreda","District",NA,NA
489,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",58,"Hadiya",489,"Soro","Woreda","District",NA,NA
490,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",490,"Bita","Woreda","District",NA,NA
491,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",491,"Chena","Woreda","District",NA,NA
492,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",492,"Cheta","Woreda","District",NA,NA
493,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",493,"Decha","Woreda","District",NA,NA
494,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",494,"Gesha Daka","Woreda","District",NA,"GeshaDaka"
495,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",495,"Gewata","Woreda","District",NA,NA
496,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",496,"Gimbo","Woreda","District",NA,NA
497,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",497,"Menjiwo","Woreda","District",NA,"Mengiwo"
498,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",498,"Sylem","Woreda","District",NA,"GeshaDaka"
499,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",59,"Kaffa",499,"Telo","Woreda","District",NA,NA
500,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",60,"Kembata Alaba Tembaro",500,"Alaba","Woreda","District",NA,NA
501,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",60,"Kembata Alaba Tembaro",501,"Angacha","Woreda","District",NA,NA
502,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",60,"Kembata Alaba Tembaro",502,"Kacha Bira","Woreda","District",NA,NA
503,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",60,"Kembata Alaba Tembaro",503,"Kedida Gamela","Woreda","District",NA,NA
504,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",60,"Kembata Alaba Tembaro",504,"Omo Sheleko","Woreda","District",NA,NA
505,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",61,"Konso Special Woreda",505,"Konso","Woreda","District",NA,"Konso Special Wereda"
506,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",62,"Konta Special Woreda",506,"Ela (Konta)","Woreda","District",NA,"Konta Special Wereda"
507,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",63,"Shaka",507,"Anderacha","Woreda","District",NA,NA
508,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",63,"Shaka",508,"Masha","Woreda","District",NA,NA
509,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",63,"Shaka",509,"Yeki","Woreda","District",NA,NA
510,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",510,"Aleta Wendo","Woreda","District",NA,"Aleta Wando|Aleta Wondo (N)"
511,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",511,"Arbe Gona","Woreda","District",NA,"Arbegona"
512,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",512,"Aroresa","Woreda","District",NA,NA
513,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",513,"Awasa","Woreda","District",NA,"Awasa Zuriya"
514,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",514,"Bensa","Woreda","District",NA,NA
515,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",515,"Dale","Woreda","District",NA,NA
516,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",516,"Dara","Woreda","District",NA,NA
517,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",517,"Hulla","Woreda","District",NA,"Hula"
518,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",64,"Sidama",518,"Shebedino","Woreda","District",NA,NA
519,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",65,"South Omo",519,"Bako Gazer","Woreda","District",NA,NA
520,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",65,"South Omo",520,"Bena","Woreda","District",NA,"Bena Tsemay"
521,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",65,"South Omo",521,"Gelila","Woreda","District",NA,NA
522,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",65,"South Omo",522,"Hamer","Woreda","District",NA,NA
523,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",65,"South Omo",523,"Kuraz","Woreda","District",NA,NA
524,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",65,"South Omo",524,"Selamgo","Woreda","District",NA,"Selamago"
525,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",525,"Boloso Sore","Woreda","District",NA,NA
526,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",526,"Damot Gale","Woreda","District",NA,NA
527,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",527,"Damot Weyde","Woreda","District",NA,"Damot Woyde|Damot Weyide"
528,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",528,"Humbo","Woreda","District",NA,NA
529,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",529,"Kindo Koysha","Woreda","District",NA,NA
530,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",530,"Ofa","Woreda","District",NA,"Offa"
531,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",66,"Wolayita",531,"Sodo Zuria","Woreda","District",NA,"Sodo Zuriya"
532,74,"ETH","Ethiopia",10,"Southern Nations, Nationalities and Peoples",67,"Yem Special Woreda",532,"Yem","Woreda","District",NA,"Yem Special Wereda"
533,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",533,"Adwa","Woreda","District",NA,NA
534,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",534,"Ahferom","Woreda","District",NA,"Ahiferom|Enticho"
535,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",535,"Degua Temben","Woreda","District",NA,"Dega Temben"
536,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",536,"Kola Temben","Woreda","District",NA,NA
537,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",537,"Laelay Maychew","Woreda","District",NA,"Lay Mayichew"
538,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",538,"Mereb Lehe","Woreda","District",NA,NA
539,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",539,"Naeder Adet","Woreda","District",NA,"Nader"
540,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",540,"Tahtay Maychew","Woreda","District",NA,NA
541,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",541,"Tanku Abergele","Woreda","District",NA,"Tanqua Abergele|Abergele"
542,74,"ETH","Ethiopia",11,"Tigray",68,"Central Tigray",542,"Werie Lehe","Woreda","District",NA,"Were Lehe"
543,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",543,"Atsbi Wenberta","Woreda","District",NA,NA
544,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",544,"Erob","Woreda","District",NA,NA
545,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",545,"Ganta Afeshum","Woreda","District",NA,NA
546,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",546,"Gulomahda","Woreda","District",NA,"Gulo Mehada"
547,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",547,"Hawzen","Woreda","District",NA,NA
548,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",548,"Saesi Tsaedaemba","Woreda","District",NA,"Seasi Tsada Amba"
549,74,"ETH","Ethiopia",11,"Tigray",69,"Easetern Tigray",549,"Wukro","Woreda","District",NA,NA
550,74,"ETH","Ethiopia",11,"Tigray",70,"Mekele",550,"Mekele","Woreda","District",NA,NA
551,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",551,"Alamata","Woreda","District",NA,"Alamanta"
552,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",552,"Ambalaje","Woreda","District",NA,"Ambalaghe|Ambalage"
553,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",553,"Endamehoni","Woreda","District",NA,NA
554,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",554,"Enderta","Woreda","District",NA,NA
555,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",555,"Hintalo Wajirat","Woreda","District",NA,NA
556,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",556,"Ofla","Woreda","District",NA,"Wofla (Ofla)"
557,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",557,"Raya Azebo","Woreda","District",NA,NA
558,74,"ETH","Ethiopia",11,"Tigray",71,"Southern Tigray",558,"Samre","Woreda","District",NA,"Seharti Samire"
559,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",559,"Asegede Tsimbela","Woreda","District",NA,"Asegede Tsimbila|Asgedi"
560,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",560,"Kafta Humera","Woreda","District",NA,NA
561,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",561,"Laelay Adiyabo","Woreda","District",NA,"Lay Adinabo"
562,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",562,"Medebay Zana","Woreda","District",NA,NA
563,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",563,"Tahtay Adiyabo","Woreda","District",NA,NA
564,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",564,"Tahtay Koraro","Woreda","District",NA,"Tach Koraro"
565,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",565,"Tsegede","Woreda","District",NA,"Tegede"
566,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",566,"Tsilemti","Woreda","District",NA,"Tselemti"
567,74,"ETH","Ethiopia",11,"Tigray",72,"Western Tigray",567,"Welkait","Woreda","District",NA,"Welkayit"
